BlueCove version 2.1.0 on bluez
Connected to NXT15 001653150C10
Console open
x: 14.8259685398902
y: 11.2229645188877
teta: 0.650135146367888
diff: 0.193031256827741
Tamo na linha
x: 14.9038974152641
y: 11.2819551339673
teta: 0.650135146367888
diff: 0.194045875786101
Tamo na linha
x: 14.9984053495124
y: 11.5607559865315
teta: 0.667588438887831
diff: 0.0119838674069452
Tamo na linha
x: 15.120863098648
y: 11.9203273030374
teta: 0.68940505453776
diff: 0.277262717078496
Tamo na linha
x: 15.2752768731175
y: 12.3145938612156
teta: 0.711221670187689
diff: 0.55263066891512
Tamo na linha
x: 15.4605632257232
y: 12.7447048121955
teta: 0.733038285837619
diff: 0.840071128388681
Tamo na linha
x: 15.6281028229036
y: 13.2301656310312
teta: 0.759218224617533
diff: 1.19652645739548
x: 15.7969485463477
y: 13.6716859695948
teta: 0.781034840267462
diff: 1.50803558890708
x: 15.9704121139034
y: 14.0674323983565
teta: 0.798488132787406
diff: 1.77021507065087
x: 16.1247068263125
y: 14.5187512395288
teta: 0.820304748437335
diff: 2.10272698326814
x: 16.2856357902215
y: 14.9230357632738
teta: 0.837758040957278
diff: 2.38309620480328
x: 16.425062078468
y: 15.3837494090998
teta: 0.859574656607207
diff: 2.73645160867943
x: 16.6085648725977
y: 15.8299469934854
teta: 0.877027949127151
diff: 3.04135204158511
x: 16.7504273062721
y: 16.2464716639645
teta: 0.894481241647094
diff: 3.34864263813497
x: 16.9400123265169
y: 16.6469037504142
teta: 0.907571211037051
diff: 3.6030942589962
x: 17.1992941723996
y: 16.9756167098366
teta: 0.911934534167037
diff: 3.73216019708888
x: 17.6075736414221
y: 17.1525388430509
teta: 0.89884456477708
diff: 3.59470713915581
x: 18.0389963396712
y: 17.2685822345319
teta: 0.881391272257136
diff: 3.37855505298512
x: 18.5494151266466
y: 17.2976094446281
teta: 0.855211333477221
diff: 3.01455979711022
x: 19.1194911228863
y: 17.2909454447046
teta: 0.824668071567321
diff: 2.56893728008209
x: 19.7128440083999
y: 17.2117626618322
teta: 0.789761486527434
diff: 2.03287277536427
x: 20.2904246674452
y: 17.1771124183317
teta: 0.759218224617533
diff: 1.5534854243989
x: 20.9460099443875
y: 17.0375414306158
teta: 0.719948316447661
diff: 0.909113773437358
Tamo na linha
x: 21.8105842953555
y: 16.8115767700917
teta: 0.667588438887831
diff: 0.0174268626679073
Tamo na linha
x: 22.5821122268059
y: 16.5578897415632
teta: 0.619591884457987
diff: 0.830336673077334
Tamo na linha
x: 23.3939024797793
y: 16.3046419362629
teta: 0.571595330028143
diff: 1.70866297316719
x: 24.069558506701
y: 16.0069191465523
teta: 0.527962098728284
diff: 2.52664090360742
x: 24.7844773162514
y: 15.7135421582483
teta: 0.484328867428427
diff: 3.37050537526533
x: 25.4560410822086
y: 15.3712189283636
teta: 0.440695636128569
diff: 4.22993270493699
x: 26.1781981964129
y: 14.9620729316293
teta: 0.392699081698724
diff: 5.19513967960863
x: 26.8419412429372
y: 14.5739849872128
teta: 0.349065850398866
diff: 6.09430976984886
x: 27.5536306433874
y: 14.1150793488409
teta: 0.301069295969022
diff: 7.10121624656737
x: 28.2585413579476
y: 13.6303022900991
teta: 0.253072741539178
diff: 8.12877455552054
x: 28.8538932527748
y: 13.2255756826644
teta: 0.213802833369306
diff: 8.9919221219722
x: 29.544600666299
y: 12.6933621844924
teta: 0.165806278939461
diff: 10.0559803285578
x: 30.1276535127471
y: 12.248887370402
teta: 0.126536370769589
diff: 10.9494058344133
x: 30.8013466736496
y: 11.669586356821
teta: 0.0785398163397446
diff: 12.0474505818892
x: 31.3697549010892
y: 11.1856928328767
teta: 0.0392699081698724
diff: 12.969018440962
x: 32.0233672323291
y: 10.4823175716727
teta: -0.0130899693899578
diff: 14.1756751972207
x: 32.6185365059616
y: 9.89472487320849
teta: -0.056723200689816
diff: 15.221548236382
x: 33.2031325731093
y: 9.28610007754094
teta: -0.100356431989674
diff: 16.2803120037532
x: 33.7765199406097
y: 8.65662872616231
teta: -0.143989663289532
diff: 17.3512916281072
x: 34.338066263447
y: 8.00651410069912
teta: -0.18762289458939
diff: 18.4337969221551
x: 34.8871428167901
y: 7.33597717200074
teta: -0.231256125889248
diff: 19.5271227969276
x: 35.5096147049852
y: 6.58131807530871
teta: -0.279252680319093
diff: 20.7610852475299
x: 36.0674465297992
y: 5.79321121583736
teta: -0.327249234748937
diff: 21.978722612108
x: 36.5371885173792
BlueCove stack shutdown completed
