x,y,headinng,sonar_ang,read,expected
60.0,68.0,-90.0,-73.0,68.0,68.0
60.0,68.0,-90.0,-74.0,68.0,68.0
60.0,68.0,-90.0,-75.0,68.0,68.0
60.0,68.0,-90.0,-76.0,68.0,68.0
60.0,68.0,-90.0,-77.0,68.0,68.0
60.0,68.0,-90.0,-78.0,67.0,68.0
60.0,68.0,-90.0,-79.0,67.0,68.0
60.0,68.0,-90.0,-80.0,67.0,68.0
60.0,68.0,-90.0,-81.0,68.0,68.0
60.0,68.0,-90.0,-82.0,68.0,68.0
60.0,68.0,-90.0,-83.0,67.0,68.0
60.0,68.0,-90.0,-84.0,67.0,68.0
60.0,68.0,-90.0,-85.0,67.0,68.0
60.0,68.0,-90.0,-86.0,67.0,68.0
60.0,68.0,-90.0,-87.0,67.0,68.0
60.0,68.0,-90.0,-88.0,67.0,68.0
60.0,68.0,-90.0,-89.0,67.0,68.0
60.0,68.0,-90.0,-90.0,67.0,68.0
