x,y,headinng,sonar_ang,read,expected
40.0,68.0,-90.0,26.0,41.0,40.49860382080078
40.0,68.0,-90.0,25.0,41.0,40.393104553222656
40.0,68.0,-90.0,24.0,40.0,40.300392150878906
40.0,68.0,-90.0,23.0,40.0,40.220333099365234
40.0,68.0,-90.0,22.0,40.0,40.152793884277344
40.0,68.0,-90.0,21.0,40.0,40.09767532348633
40.0,68.0,-90.0,20.0,40.0,40.054893493652344
40.0,68.0,-90.0,19.0,40.0,40.024383544921875
40.0,68.0,-90.0,18.0,40.0,40.0060920715332
40.0,68.0,-90.0,17.0,40.0,40.0
40.0,68.0,-90.0,16.0,39.0,40.0
40.0,68.0,-90.0,15.0,39.0,40.0
40.0,68.0,-90.0,14.0,39.0,40.0
40.0,68.0,-90.0,13.0,39.0,40.0
40.0,68.0,-90.0,12.0,39.0,40.0
40.0,68.0,-90.0,11.0,39.0,40.0
40.0,68.0,-90.0,10.0,39.0,40.0
40.0,68.0,-90.0,9.0,39.0,40.0
40.0,68.0,-90.0,8.0,39.0,40.0
40.0,68.0,-90.0,7.0,39.0,40.0
40.0,68.0,-90.0,6.0,39.0,40.0
40.0,68.0,-90.0,5.0,39.0,40.0
40.0,68.0,-90.0,4.0,39.0,40.0
40.0,68.0,-90.0,3.0,39.0,40.0
40.0,68.0,-90.0,2.0,39.0,40.0
40.0,68.0,-90.0,1.0,39.0,40.0
40.0,68.0,-90.0,-0.0,39.0,40.0
40.0,68.0,-90.0,-1.0,39.0,40.0
40.0,68.0,-90.0,-2.0,39.0,40.0
40.0,68.0,-90.0,-3.0,39.0,40.0
40.0,68.0,-90.0,-4.0,39.0,40.0
40.0,68.0,-90.0,-5.0,39.0,40.0
40.0,68.0,-90.0,-6.0,39.0,40.0
40.0,68.0,-90.0,-7.0,39.0,40.0
40.0,68.0,-90.0,-8.0,39.0,40.0
40.0,68.0,-90.0,-9.0,39.0,40.0
40.0,68.0,-90.0,-10.0,39.0,40.0
40.0,68.0,-90.0,-11.0,39.0,40.0
40.0,68.0,-90.0,-12.0,39.0,40.0
40.0,68.0,-90.0,-13.0,39.0,40.0
40.0,68.0,-90.0,-14.0,39.0,40.0
40.0,68.0,-90.0,-15.0,39.0,40.0
40.0,68.0,-90.0,-16.0,39.0,40.0
40.0,68.0,-90.0,-17.0,39.0,40.0
40.0,68.0,-90.0,-18.0,39.0,40.0060920715332
40.0,68.0,-90.0,-19.0,39.0,40.024383544921875
40.0,68.0,-90.0,-20.0,39.0,40.054893493652344
40.0,68.0,-90.0,-21.0,39.0,40.09767532348633
40.0,68.0,-90.0,-22.0,39.0,40.152793884277344
40.0,68.0,-90.0,-23.0,39.0,40.220333099365234
40.0,68.0,-90.0,-24.0,40.0,40.300392150878906
40.0,68.0,-90.0,-25.0,40.0,40.393104553222656
40.0,68.0,-90.0,-26.0,40.0,40.49860382080078
40.0,68.0,-90.0,-27.0,40.0,40.6170654296875
40.0,68.0,-90.0,-28.0,40.0,40.7486686706543
40.0,68.0,-90.0,-29.0,40.0,40.89362335205078
40.0,68.0,-90.0,-30.0,40.0,41.05216598510742
40.0,68.0,-90.0,-31.0,41.0,41.224544525146484
40.0,68.0,-90.0,-32.0,41.0,41.411048889160156
40.0,68.0,-90.0,-33.0,41.0,41.611976623535156
40.0,68.0,-90.0,-34.0,41.0,41.82767105102539
40.0,68.0,-90.0,-35.0,41.0,42.05849075317383
40.0,68.0,-90.0,-36.0,41.0,42.30482864379883
40.0,68.0,-90.0,-37.0,41.0,42.56711196899414
40.0,68.0,-90.0,-38.0,41.0,42.845802307128906
40.0,68.0,-90.0,-39.0,41.0,43.141387939453125
40.0,68.0,-90.0,-40.0,42.0,43.45441436767578
40.0,68.0,-90.0,-41.0,42.0,43.78544998168945
