x,y,headinng,sonar_ang,read,expected
50.0,50.0,0.0,90.0,51.0,50.0
50.0,50.0,0.0,89.0,45.0,50.0
50.0,50.0,0.0,88.0,51.0,50.0
50.0,50.0,0.0,87.0,44.0,50.0
50.0,50.0,0.0,86.0,46.0,50.0
50.0,50.0,0.0,85.0,53.0,50.0
50.0,50.0,0.0,84.0,57.0,50.0
50.0,50.0,0.0,83.0,53.0,50.0
50.0,50.0,0.0,82.0,56.0,50.0
50.0,50.0,0.0,81.0,49.0,50.0
50.0,50.0,0.0,80.0,48.0,50.0
50.0,50.0,0.0,79.0,52.0,50.0
50.0,50.0,0.0,78.0,52.0,50.0
50.0,50.0,0.0,77.0,51.0,50.00761795043945
50.0,50.0,0.0,76.0,44.0,50.03047561645508
50.0,50.0,0.0,75.0,43.0,50.06861877441406
50.0,50.0,0.0,74.0,55.0,50.122093200683594
50.0,50.0,0.0,73.0,45.0,50.19099426269531
50.0,50.0,0.0,72.0,51.0,50.275413513183594
50.0,50.0,0.0,71.0,49.0,50.375492095947266
50.0,50.0,0.0,70.0,51.0,50.49137878417969
50.0,50.0,0.0,69.0,49.0,50.62325668334961
50.0,50.0,0.0,68.0,47.0,50.771331787109375
50.0,50.0,0.0,67.0,52.0,50.93583297729492
50.0,50.0,0.0,66.0,52.0,51.11703109741211
50.0,50.0,0.0,65.0,58.0,51.31520462036133
50.0,50.0,0.0,64.0,47.0,51.53068161010742
50.0,50.0,0.0,63.0,50.0,51.76380920410156
50.0,50.0,0.0,62.0,52.0,52.01497268676758
50.0,50.0,0.0,61.0,50.0,52.28458786010742
50.0,50.0,0.0,60.0,58.0,52.57311248779297
50.0,50.0,0.0,59.0,56.0,52.88103485107422
50.0,50.0,0.0,58.0,53.0,53.20888900756836
50.0,50.0,0.0,57.0,55.0,53.5572509765625
50.0,50.0,0.0,56.0,53.0,53.926734924316406
50.0,50.0,0.0,55.0,60.0,54.318016052246094
50.0,50.0,0.0,54.0,57.0,54.7318115234375
50.0,50.0,0.0,53.0,63.0,55.16889572143555
50.0,50.0,0.0,52.0,57.0,55.63010025024414
50.0,50.0,0.0,51.0,57.0,56.116310119628906
