x,y,headinng,sonar_ang,read,expected
25.0,100.0,0.0,90.0,21.0,25.0
25.0,100.0,0.0,89.0,21.0,25.0
25.0,100.0,0.0,88.0,22.0,25.0
25.0,100.0,0.0,87.0,22.0,25.0
25.0,100.0,0.0,86.0,22.0,25.0
25.0,100.0,0.0,85.0,22.0,25.0
25.0,100.0,0.0,84.0,22.0,25.0
25.0,100.0,0.0,83.0,22.0,25.0
25.0,100.0,0.0,82.0,22.0,25.0
25.0,100.0,0.0,81.0,22.0,25.0
25.0,100.0,0.0,80.0,22.0,25.0
25.0,100.0,0.0,79.0,22.0,25.0
25.0,100.0,0.0,78.0,22.0,25.0
25.0,100.0,0.0,77.0,22.0,25.0
25.0,100.0,0.0,76.0,22.0,25.0
25.0,100.0,0.0,75.0,22.0,25.0
25.0,100.0,0.0,74.0,23.0,25.0
25.0,100.0,0.0,73.0,23.0,25.0
25.0,100.0,0.0,72.0,23.0,25.0
25.0,100.0,0.0,71.0,23.0,25.0
25.0,100.0,0.0,70.0,23.0,25.0
25.0,100.0,0.0,69.0,23.0,25.0
25.0,100.0,0.0,68.0,23.0,25.0
25.0,100.0,0.0,67.0,23.0,25.0
25.0,100.0,0.0,66.0,23.0,25.0
25.0,100.0,0.0,65.0,23.0,25.003808975219727
25.0,100.0,0.0,64.0,23.0,25.01523780822754
25.0,100.0,0.0,63.0,23.0,25.03430938720703
25.0,100.0,0.0,62.0,23.0,25.061046600341797
25.0,100.0,0.0,61.0,23.0,25.095497131347656
25.0,100.0,0.0,60.0,23.0,25.13770866394043
25.0,100.0,0.0,59.0,23.0,25.187746047973633
25.0,100.0,0.0,58.0,24.0,25.245689392089844
25.0,100.0,0.0,57.0,23.0,25.311628341674805
25.0,100.0,0.0,56.0,24.0,25.385665893554688
25.0,100.0,0.0,55.0,24.0,25.46791648864746
25.0,100.0,0.0,54.0,24.0,25.558515548706055
25.0,100.0,0.0,53.0,24.0,25.657602310180664
25.0,100.0,0.0,52.0,24.0,25.76534080505371
25.0,100.0,0.0,51.0,24.0,25.88190460205078
25.0,100.0,0.0,50.0,24.0,26.007484436035156
25.0,100.0,0.0,49.0,24.0,26.14229393005371
25.0,100.0,0.0,48.0,24.0,26.286556243896484
25.0,100.0,0.0,47.0,24.0,26.44051742553711
25.0,100.0,0.0,46.0,24.0,26.60444450378418
25.0,100.0,0.0,45.0,24.0,26.77862548828125
25.0,100.0,0.0,44.0,24.0,26.963367462158203
25.0,100.0,0.0,43.0,25.0,27.159008026123047
25.0,100.0,0.0,42.0,26.0,27.36590576171875
25.0,100.0,0.0,41.0,26.0,27.584447860717773
25.0,100.0,0.0,40.0,24.0,27.81505012512207
25.0,100.0,0.0,39.0,25.0,28.058156967163086
25.0,100.0,0.0,38.0,24.0,28.314252853393555
25.0,100.0,0.0,37.0,24.0,28.583852767944336
25.0,100.0,0.0,36.0,25.0,28.867511749267578
25.0,100.0,0.0,35.0,94.0,29.165834426879883
25.0,100.0,0.0,34.0,94.0,29.479459762573242
25.0,100.0,0.0,33.0,94.0,29.809078216552734
25.0,100.0,0.0,32.0,94.0,30.155447006225586
25.0,100.0,0.0,31.0,93.0,30.519365310668945
25.0,100.0,0.0,30.0,93.0,30.901697158813477
25.0,100.0,0.0,29.0,93.0,31.303396224975586
25.0,100.0,0.0,28.0,93.0,31.725452423095703
25.0,100.0,0.0,27.0,93.0,32.16898727416992
25.0,100.0,0.0,26.0,93.0,32.63518142700195
25.0,100.0,0.0,25.0,93.0,33.12532424926758
25.0,100.0,0.0,24.0,93.0,33.64081573486328
25.0,100.0,0.0,23.0,93.0,34.18318557739258
25.0,100.0,0.0,22.0,93.0,34.75408935546875
25.0,100.0,0.0,21.0,93.0,35.35533905029297
25.0,100.0,0.0,20.0,92.0,35.98891067504883
25.0,100.0,0.0,19.0,92.0,36.65697479248047
25.0,100.0,0.0,18.0,92.0,37.361907958984375
25.0,100.0,0.0,17.0,93.0,38.106327056884766
25.0,100.0,0.0,16.0,93.0,38.893089294433594
25.0,100.0,0.0,15.0,93.0,39.72539520263672
25.0,100.0,0.0,14.0,98.0,40.60673141479492
25.0,100.0,0.0,13.0,93.0,41.54100799560547
25.0,100.0,0.0,12.0,92.0,42.53253936767578
25.0,100.0,0.0,11.0,92.0,43.58617401123047
25.0,100.0,0.0,10.0,92.0,44.70729446411133
25.0,100.0,0.0,9.0,91.0,45.901954650878906
25.0,100.0,0.0,8.0,91.0,47.177001953125
25.0,100.0,0.0,7.0,91.0,48.540096282958984
25.0,100.0,0.0,6.0,91.0,50.0
25.0,100.0,0.0,5.0,91.0,51.56663513183594
25.0,100.0,0.0,4.0,91.0,53.25135803222656
25.0,100.0,0.0,3.0,91.0,55.06723403930664
25.0,100.0,0.0,2.0,91.0,57.029296875
25.0,100.0,0.0,1.0,91.0,59.15503692626953
25.0,100.0,0.0,-0.0,91.0,61.46483612060547
25.0,100.0,0.0,-1.0,91.0,63.98262023925781
25.0,100.0,0.0,-2.0,91.0,66.73667907714844
25.0,100.0,0.0,-3.0,91.0,69.76069641113281
25.0,100.0,0.0,-4.0,91.0,73.09510803222656
25.0,100.0,0.0,-5.0,91.0,76.78883361816406
25.0,100.0,0.0,-6.0,91.0,80.90169525146484
25.0,100.0,0.0,-7.0,91.0,85.50758361816406
25.0,100.0,0.0,-8.0,91.0,90.69888305664062
25.0,100.0,0.0,-9.0,91.0,96.59258270263672
25.0,100.0,0.0,-10.0,91.0,100.0
25.0,100.0,0.0,-11.0,91.0,100.0
25.0,100.0,0.0,-12.0,91.0,100.0
25.0,100.0,0.0,-13.0,91.0,100.0
25.0,100.0,0.0,-14.0,92.0,100.0
25.0,100.0,0.0,-15.0,92.0,100.0
