x,y,headinng,sonar_ang,read,expected
20.0,110.0,180.0,90.0,98.0,98.33333587646484
20.0,110.0,180.0,89.0,85.0,97.7793960571289
20.0,110.0,180.0,88.0,84.0,97.26112365722656
20.0,110.0,180.0,87.0,81.0,96.77764892578125
20.0,110.0,180.0,86.0,77.0,96.32814025878906
20.0,110.0,180.0,85.0,76.0,95.91188049316406
20.0,110.0,180.0,84.0,69.0,95.5281753540039
20.0,110.0,180.0,83.0,64.0,95.17640686035156
20.0,110.0,180.0,82.0,55.0,94.85599517822266
20.0,110.0,180.0,81.0,60.0,94.56645202636719
20.0,110.0,180.0,80.0,63.0,94.30731201171875
20.0,110.0,180.0,79.0,62.0,94.07816314697266
20.0,110.0,180.0,78.0,58.0,93.87865447998047
20.0,110.0,180.0,77.0,50.0,93.70846557617188
20.0,110.0,180.0,76.0,44.0,93.56734466552734
20.0,110.0,180.0,75.0,48.0,93.45508575439453
20.0,110.0,180.0,74.0,48.0,90.39124298095703
20.0,110.0,180.0,73.0,47.0,84.66431427001953
20.0,110.0,180.0,72.0,49.0,79.64364624023438
20.0,110.0,180.0,71.0,37.0,75.20577239990234
20.0,110.0,180.0,70.0,41.0,71.2578353881836
20.0,110.0,180.0,69.0,42.0,67.72322082519531
20.0,110.0,180.0,68.0,37.0,64.54048156738281
20.0,110.0,180.0,67.0,36.0,61.6626091003418
20.0,110.0,180.0,66.0,34.0,59.0472526550293
20.0,110.0,180.0,65.0,40.0,56.66120910644531
20.0,110.0,180.0,64.0,34.0,54.47665023803711
20.0,110.0,180.0,63.0,36.0,52.46925354003906
20.0,110.0,180.0,62.0,34.0,50.61946105957031
20.0,110.0,180.0,61.0,29.0,48.910194396972656
20.0,110.0,180.0,60.0,40.0,47.32682800292969
20.0,110.0,180.0,59.0,35.0,45.85582733154297
20.0,110.0,180.0,58.0,32.0,44.48686599731445
20.0,110.0,180.0,57.0,31.0,43.209388732910156
20.0,110.0,180.0,56.0,29.0,42.01676559448242
20.0,110.0,180.0,55.0,32.0,40.899620056152344
20.0,110.0,180.0,54.0,35.0,39.8524169921875
20.0,110.0,180.0,53.0,29.0,38.869319915771484
20.0,110.0,180.0,52.0,35.0,37.94464111328125
20.0,110.0,180.0,51.0,26.0,37.07357406616211
20.0,110.0,180.0,50.0,29.0,36.25297927856445
20.0,110.0,180.0,49.0,30.0,35.478240966796875
20.0,110.0,180.0,48.0,32.0,34.74602127075195
20.0,110.0,180.0,47.0,35.0,34.05376052856445
20.0,110.0,180.0,46.0,22.0,33.39897155761719
20.0,110.0,180.0,45.0,29.0,32.77814865112305
20.0,110.0,180.0,44.0,30.0,32.19001388549805
20.0,110.0,180.0,43.0,24.0,31.6312313079834
20.0,110.0,180.0,42.0,24.0,31.101961135864258
