x,y,headinng,sonar_ang,read,expected
0.0,0.0,0.0,90.0,28.0,Infinity
0.0,0.0,0.0,85.0,45.0,Infinity
0.0,0.0,0.0,80.0,49.0,Infinity
0.0,0.0,0.0,75.0,44.0,Infinity
0.0,0.0,0.0,70.0,41.0,Infinity
0.0,0.0,0.0,65.0,47.0,Infinity
0.0,0.0,0.0,60.0,57.0,Infinity
0.0,0.0,0.0,55.0,57.0,Infinity
0.0,0.0,0.0,50.0,46.0,Infinity
0.0,0.0,0.0,45.0,255.0,Infinity
0.0,0.0,0.0,40.0,255.0,Infinity
0.0,0.0,0.0,35.0,46.0,Infinity
0.0,0.0,0.0,30.0,255.0,Infinity
0.0,0.0,0.0,25.0,255.0,Infinity
0.0,0.0,0.0,20.0,255.0,Infinity
0.0,0.0,0.0,15.0,25.0,Infinity
0.0,0.0,0.0,10.0,255.0,Infinity
0.0,0.0,0.0,5.0,24.0,Infinity
0.0,0.0,0.0,-0.0,24.0,Infinity
0.0,0.0,0.0,-5.0,23.0,Infinity
0.0,0.0,0.0,-10.0,23.0,Infinity
0.0,0.0,0.0,-15.0,23.0,Infinity
0.0,0.0,0.0,-20.0,23.0,Infinity
0.0,0.0,0.0,-25.0,26.0,Infinity
0.0,0.0,0.0,-30.0,24.0,Infinity
0.0,0.0,0.0,-35.0,24.0,Infinity
0.0,0.0,0.0,-40.0,24.0,Infinity
0.0,0.0,0.0,-45.0,27.0,Infinity
0.0,0.0,0.0,-50.0,25.0,Infinity
0.0,0.0,0.0,-55.0,24.0,Infinity
0.0,0.0,0.0,-60.0,25.0,Infinity
0.0,0.0,0.0,-65.0,24.0,Infinity
0.0,0.0,0.0,-70.0,24.0,Infinity
0.0,0.0,0.0,-75.0,25.0,Infinity
0.0,0.0,0.0,-80.0,59.0,Infinity
0.0,0.0,0.0,-85.0,36.0,Infinity
0.0,0.0,0.0,-90.0,59.0,Infinity
