x,y,headinng,sonar_ang,read,expected
100.0,68.0,-90.0,55.0,61.0,69.54497528076172
100.0,68.0,-90.0,54.0,61.0,69.9155502319336
100.0,68.0,-90.0,53.0,62.0,70.3116683959961
100.0,68.0,-90.0,52.0,62.0,70.73432922363281
100.0,68.0,-90.0,51.0,62.0,71.18341064453125
100.0,68.0,-90.0,50.0,255.0,71.6604995727539
100.0,68.0,-90.0,49.0,255.0,72.16583251953125
100.0,68.0,-90.0,48.0,255.0,72.70098114013672
100.0,68.0,-90.0,47.0,255.0,73.26624298095703
100.0,68.0,-90.0,46.0,255.0,73.86332702636719
100.0,68.0,-90.0,45.0,255.0,74.49297332763672
100.0,68.0,-90.0,44.0,255.0,75.1568603515625
100.0,68.0,-90.0,43.0,255.0,75.85556030273438
100.0,68.0,-90.0,42.0,255.0,76.59110260009766
100.0,68.0,-90.0,41.0,255.0,77.36486053466797
100.0,68.0,-90.0,40.0,255.0,78.17853546142578
100.0,68.0,-90.0,39.0,255.0,79.03359985351562
100.0,68.0,-90.0,38.0,255.0,79.9321060180664
100.0,68.0,-90.0,37.0,255.0,80.87679290771484
100.0,68.0,-90.0,36.0,117.0,81.86933898925781
100.0,68.0,-90.0,35.0,117.0,82.91117858886719
100.0,68.0,-90.0,34.0,117.0,84.00640869140625
100.0,68.0,-90.0,33.0,116.0,85.15754699707031
100.0,68.0,-90.0,32.0,116.0,86.36680603027344
100.0,68.0,-90.0,31.0,116.0,87.63871002197266
100.0,68.0,-90.0,30.0,116.0,88.97501373291016
100.0,68.0,-90.0,29.0,116.0,90.38141632080078
100.0,68.0,-90.0,28.0,117.0,91.86116790771484
100.0,68.0,-90.0,27.0,101.0,93.41930389404297
100.0,68.0,-90.0,26.0,101.0,95.06098175048828
100.0,68.0,-90.0,25.0,101.0,96.7904281616211
100.0,68.0,-90.0,24.0,101.0,98.61521911621094
100.0,68.0,-90.0,23.0,100.0,100.5416488647461
100.0,68.0,-90.0,22.0,100.0,100.38198852539062
100.0,68.0,-90.0,21.0,100.0,100.24418640136719
100.0,68.0,-90.0,20.0,100.0,100.13723754882812
100.0,68.0,-90.0,19.0,100.0,100.06095123291016
100.0,68.0,-90.0,18.0,100.0,100.0152359008789
100.0,68.0,-90.0,17.0,100.0,100.0
100.0,68.0,-90.0,16.0,99.0,100.0
100.0,68.0,-90.0,15.0,99.0,100.0
100.0,68.0,-90.0,14.0,99.0,100.0
100.0,68.0,-90.0,13.0,99.0,100.0
100.0,68.0,-90.0,12.0,99.0,100.0
100.0,68.0,-90.0,11.0,99.0,100.0
100.0,68.0,-90.0,10.0,99.0,100.0
100.0,68.0,-90.0,9.0,99.0,100.0
100.0,68.0,-90.0,8.0,99.0,100.0
100.0,68.0,-90.0,7.0,99.0,100.0
100.0,68.0,-90.0,6.0,99.0,100.0
100.0,68.0,-90.0,5.0,99.0,100.0
100.0,68.0,-90.0,4.0,99.0,100.0
100.0,68.0,-90.0,3.0,99.0,100.0
100.0,68.0,-90.0,2.0,99.0,100.0
100.0,68.0,-90.0,1.0,99.0,100.0
100.0,68.0,-90.0,-0.0,99.0,100.0
100.0,68.0,-90.0,-1.0,99.0,100.0
100.0,68.0,-90.0,-2.0,99.0,100.0
100.0,68.0,-90.0,-3.0,99.0,100.0
100.0,68.0,-90.0,-4.0,99.0,100.0
100.0,68.0,-90.0,-5.0,99.0,100.0
100.0,68.0,-90.0,-6.0,99.0,100.0
100.0,68.0,-90.0,-7.0,99.0,100.0
100.0,68.0,-90.0,-8.0,99.0,100.0
100.0,68.0,-90.0,-9.0,99.0,100.0
100.0,68.0,-90.0,-10.0,99.0,100.0
100.0,68.0,-90.0,-11.0,99.0,100.0
100.0,68.0,-90.0,-12.0,99.0,100.0
100.0,68.0,-90.0,-13.0,99.0,100.0
100.0,68.0,-90.0,-14.0,99.0,100.0
100.0,68.0,-90.0,-15.0,99.0,100.0
100.0,68.0,-90.0,-16.0,99.0,100.0
100.0,68.0,-90.0,-17.0,99.0,100.0
100.0,68.0,-90.0,-18.0,99.0,100.0152359008789
100.0,68.0,-90.0,-19.0,99.0,100.06095123291016
100.0,68.0,-90.0,-20.0,99.0,100.13723754882812
100.0,68.0,-90.0,-21.0,100.0,100.24418640136719
100.0,68.0,-90.0,-22.0,100.0,100.38198852539062
100.0,68.0,-90.0,-23.0,100.0,100.55082702636719
100.0,68.0,-90.0,-24.0,100.0,100.75098419189453
100.0,68.0,-90.0,-25.0,100.0,100.98275756835938
100.0,68.0,-90.0,-26.0,100.0,99.70698547363281
100.0,68.0,-90.0,-27.0,100.0,97.88983917236328
100.0,68.0,-90.0,-28.0,101.0,96.16651916503906
100.0,68.0,-90.0,-29.0,101.0,94.5311279296875
100.0,68.0,-90.0,-30.0,101.0,92.97826385498047
100.0,68.0,-90.0,-31.0,101.0,91.5030288696289
100.0,68.0,-90.0,-32.0,101.0,90.10088348388672
100.0,68.0,-90.0,-33.0,102.0,88.7677001953125
100.0,68.0,-90.0,-34.0,102.0,87.49964904785156
100.0,68.0,-90.0,-35.0,255.0,86.2932357788086
100.0,68.0,-90.0,-36.0,255.0,85.14522552490234
100.0,68.0,-90.0,-37.0,255.0,84.05261993408203
100.0,68.0,-90.0,-38.0,255.0,83.0126724243164
100.0,68.0,-90.0,-39.0,124.0,82.02281951904297
100.0,68.0,-90.0,-40.0,255.0,81.08070373535156
100.0,68.0,-90.0,-41.0,124.0,80.18413543701172
100.0,68.0,-90.0,-42.0,255.0,79.33106994628906
100.0,68.0,-90.0,-43.0,255.0,78.51963806152344
100.0,68.0,-90.0,-44.0,255.0,77.74807739257812
100.0,68.0,-90.0,-45.0,255.0,77.0147705078125
100.0,68.0,-90.0,-46.0,255.0,76.31818389892578
100.0,68.0,-90.0,-47.0,255.0,75.65693664550781
100.0,68.0,-90.0,-48.0,255.0,75.02969360351562
100.0,68.0,-90.0,-49.0,255.0,74.43526458740234
100.0,68.0,-90.0,-50.0,255.0,73.87250518798828
100.0,68.0,-90.0,-51.0,255.0,73.34036254882812
100.0,68.0,-90.0,-52.0,255.0,72.83786010742188
100.0,68.0,-90.0,-53.0,255.0,72.36408996582031
100.0,68.0,-90.0,-54.0,255.0,71.91820526123047
100.0,68.0,-90.0,-55.0,255.0,71.49943542480469
100.0,68.0,-90.0,-56.0,255.0,71.10704040527344
100.0,68.0,-90.0,-57.0,255.0,70.74036407470703
100.0,68.0,-90.0,-58.0,255.0,70.3987808227539
100.0,68.0,-90.0,-59.0,255.0,70.08172607421875
100.0,68.0,-90.0,-60.0,73.0,69.78868103027344
100.0,68.0,-90.0,-61.0,73.0,69.51915740966797
100.0,68.0,-90.0,-62.0,72.0,69.27273559570312
100.0,68.0,-90.0,-63.0,71.0,69.04901123046875
100.0,68.0,-90.0,-64.0,71.0,68.84762573242188
100.0,68.0,-90.0,-65.0,71.0,68.66827392578125
100.0,68.0,-90.0,-66.0,71.0,68.51066589355469
100.0,68.0,-90.0,-67.0,71.0,68.37456512451172
100.0,68.0,-90.0,-68.0,70.0,68.25975036621094
100.0,68.0,-90.0,-69.0,70.0,68.16604614257812
100.0,68.0,-90.0,-70.0,70.0,68.09332275390625
100.0,68.0,-90.0,-71.0,70.0,68.04145050048828
100.0,68.0,-90.0,-72.0,70.0,68.01036071777344
100.0,68.0,-90.0,-73.0,70.0,68.0
100.0,68.0,-90.0,-74.0,70.0,68.0
100.0,68.0,-90.0,-75.0,69.0,68.0
100.0,68.0,-90.0,-76.0,69.0,68.0
100.0,68.0,-90.0,-77.0,69.0,68.0
100.0,68.0,-90.0,-78.0,69.0,68.0
100.0,68.0,-90.0,-79.0,69.0,68.0
100.0,68.0,-90.0,-80.0,69.0,68.0
100.0,68.0,-90.0,-81.0,69.0,68.0
100.0,68.0,-90.0,-82.0,69.0,68.0
100.0,68.0,-90.0,-83.0,69.0,68.0
100.0,68.0,-90.0,-84.0,69.0,68.0
100.0,68.0,-90.0,-85.0,69.0,68.0
100.0,68.0,-90.0,-86.0,69.0,68.0
100.0,68.0,-90.0,-87.0,69.0,68.0
100.0,68.0,-90.0,-88.0,69.0,68.0
100.0,68.0,-90.0,-89.0,69.0,68.0
100.0,68.0,-90.0,-90.0,69.0,68.0
